Identifier,Label,Description,Created,Modified,History notes,Type,
1120,Rights of way maintenance,"The local authority may be responsible (often in conjunction with other organisations such as SusTrans) for building, improving and maintaining public rights of way in their area.  These may be local rights of way or sections of national networks such as the 'National Cycling Network' or long-distance footpaths.",2013-04-03,2013-04-03,Name changed to 'Rights of way maintenance' in version 4.00.,Service,
701,Road adoption,"New roads that have been constructed in accordance with the council's guidelines are normally adopted by way of an agreement between the developer and the council. Local authorities are obliged to publish a register of road adoptions and road works, which is available for public inspection.",2013-04-03,2013-04-03,"Added scope notes in version 2.02, Scope notes updated in version 3.00 to clarify responsibilities and include maintaining the statutory register. Term name changed from 'Road adoption' to 'Roads - adoption agreements' in version 3.00. Name changed to 'Road adoption' in version 4.00.",Service,
553,Road bridges,The local authority is responsible for any highway bridges it owns. These bridges should be inspected regularly and a programme of maintenance work drawn up to ensure their safety.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - bridges (general)' to 'Roads - bridges ' in version 3.00. Name changed to 'Road bridges' in version 4.00.,Service,
570,Road closures and diversions,"A traffic regulation order issued by the local authority where works on the highway, or some large deliveries, require a road to be closed temporarily to general traffic.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - closures and diversions' to 'Roads - closures and diversions' in version 3.00. Name changed to 'Road closures and diversions' in version 4.00.,Service,
1587,Road congestion reduction,Where traffic congestion is a particular problem schemes may be introduced to limit the amount of traffic in a specified area.  Examples of congestion reduction schemes include   'park and ride' and congestion charging zones.,2013-04-03,2011-10-18,Added in version 3.14.,Service,
561,Road gritting,Gritting of primary and secondary roads within the local authority area when weather conditions may prove hazardous (i.e. freezing temperatures).  The local authority may also provide grit bins for public use on roads and pavements in potentially dangerous areas.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Gritting' to 'Roads - gritting' in version 3.00. Name changed to 'Road gritting' in version 4.00.,Service,
557,Road maintenance,Maintenance and repair of potholes where the surface of the road has been eroded posing a risk to road users.,2013-04-03,2013-04-03,Term name changed from 'Potholes' to 'Road maintenance' and scope notes added in version 2.02. Term name changed from 'Road maintenance' to 'Roads - maintenance' in version 3.00. Name changed to 'Road maintenance' in version 4.00.,Service,
550,Road obstructions,Highways must be kept clear of obstructions for safety reasons. The local authority has the power to serve notice on a person who commits an offence of wilful obstruction on the highway. In certain circumstances the courts allow the highway authority to remove obstructions and recover reasonable costs incurred in doing so from the offender.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - obstructions' to 'Roads - obstructions' in version 3.00. Name changed to 'Road obstructions' in version 4.00.,Service,
784,Road safety cameras,"Safety cameras are designed to detect and prevent speed limit offences and traffic signal violations, and provide evidence for a fixed penalty notice.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Road safety - speed checks' to 'Roads - safety - speed checks' in version 3.00. Term name changed from 'Roads - safety - speed checks' to ' Roads - safety - cameras' and scope notes updated in version 3.02. Name changed to 'Road safety cameras' in version 4.00.,Service,
540,Road signs,"The local authority has responsibility for installing signs to regulate traffic and to provide warnings to drivers of hazards ahead. The signs that may be used on the public highway are controlled by government regulations, covering the designs of the signs, where they can be used and whether they must be illuminated.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Road markings and signage - road signs' to 'Roads - markings and signage - road signs' in version 3.00. Name changed to 'Road signs' in version 4.00.,Service,
591,Road spillages,The local authority is responsible for keeping the highway clean and free from spillages.  Where spillages are of a hazardous nature the local police and fire service may also be involved in the incident and road closures may be required.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Spillage - roads' to 'Roads - safety - spillages' in version 3.00. Name changed to 'Road spillages' in version 4.00.,Service,
549,Road surveys,"The council is responsible for carrying out repairs and for administering highway legislation. This includes planned and emergency maintenance, surveys and street works",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - maintenance programme structural surveys' to 'Roads - maintenance - structural surveys' in version 3.00. Name changed to 'Road surveys' in version 4.00.,Service,
569,Road works notification,"Notification of road closures, diversions and possible traffic disruption as a result of road works that are underway or programmed to take place within the area. Local authorities are obliged to publish a register of road adoptions and road works, which is available for public inspection.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - works' to 'Roads - road-works' in version 3.00. Name changed to 'Road works notification' in version 4.00.,Service,
1586,Roads - child play areas,Certain roads may be designated as children's play areas.  Such roads may be closed to vehicles permanently or at certain times of day.  Where roads are not closed they may be subject to reduced speed limits and traffic may have to give priority to children and pedestrians.,2013-04-03,2011-10-18,Added in version 3.14.,Service,
542,Roads - markings and signage - quality bus corridors,"On certain main roads in yellow lines indicating a parking ban have been replaced by red lines (or alternative markings such as greenways etc.). Unlike yellow lines, alternative markings prohibit all stopping, parking and loading.  Red routes are designed to ensure the free flow of traffic and that bus routes are kept clear at all times.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Road markings and signage - red routes' to 'Roads - markings and signage - red routes' in version 3.00.  Scope notes updated in version 3.01 to include alternative markings for Scotland. Name changed to 'Red routes' in version 4.00.,Service,
551,Roads enforcement,The Council has a duty to protect the public rights on the road and footpath network. The effectiveness of legislation in protecting the public is dependant on the compliance of others. The local highways authority has a duty to maintain adopted highways to safe and serviceable standards,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - enforcement' to 'Roads - enforcement' in version 3.00. Name changed to 'Roads enforcement' in version 4.00.,Service,
552,Roads weight limits,"The local authority can impose weight restrictions on public roads for structural or for environmental reasons. Such restrictions prevent large vehicles from using inappropriate roads, routes and areas.  It is the responsibility of the local authority to monitor and deal with abuse of any imposed weight restrictions.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - weight limits' to 'Roads - weight limits' in version 3.00. Name changed to 'Road weight limits' in version 4.00.,Service,
731,Safeguarding vulnerable adults,"The adult protection procedure aims to provide a system that a range of organisations or individuals can use to report and respond to situations where it is suspected, alleged or known that a vulnerable adult has been abused",2013-04-03,2013-04-03,"Added scope notes in version 2.02. Term name changed from 'Protection of vulnerable adults' to 'Social services - vulnerable adults - protection' in version 3.00, and to 'Social services - safeguarding vulnerable adults' in version 3.06. Name changed to 'Safeguarding vulnerable adults' in version 4.00.",Service,
827,Sale of gifts and publications,"Goods and publications relevant to the local area for sale to the public. This may include such items as local maps, photographs, cards, locally made items, plants and flowers etc.  Items are often sold in local Tourist offices.",2013-04-03,2013-04-03,Added scope notes in version 2.02. scope notes updated in version 3.00 to include examples. Term name changed from 'Sale of sundry items and publications' to 'Council - commercial activities - sundry items and publications' in version 3.00. Name changed to 'Sale of goods and publications' and scope notes revised in version 4.00.,Service,
382,Scaffolding and hoarding licence,"""Any scaffold or hoarding which encroaches or projects over the highway requires a scaffold permit. These permits are only issued to the scaffolding company. 
In Scotland if you propose to occupy or open part of a road (i.e.. carriageway, footway, footpath or cycle path etc), there is a requirement to obtain permission from the local Roads Authority. This is done by applying for the relevant permit.""@en",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes changed in version 3.00 to include Scottish legislation. Term name changed from 'Licence - scaffolding and hoarding' to 'Licences - obstructions - scaffolding and hoarding' in version 3.00. Name changed to 'Scaffolding and hoarding licence' in version 4.00.,Service,
705,School admission appeals,A pupil may appeal for a place at any community school to which they apply and for which they have been refused a place. The responsibility for appeals rests with the local education authority.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School admissions - appeals' to 'Schools - admissions - appeals' in version 3.00. Name changed to 'School admission appeals' in version 4.00.,Service,
31,School assessment  and performance,"Performance and assessment reports help schools look at their strength and weaknesses, compare their performance with other schools and develop plans to raise their standards.",2013-04-03,2013-04-03,Term name changed from 'Attainment/performance' to 'Attainment/performance - schools' and scope notes added in version 2.02. Term name changed from 'Attainment/performance - schools' to 'Schools - assessment and performance' in version 3.00.  Term name changed to 'School assessment and performance' in version 4.00.,Service,
42,School book purchase schemes,The library services department offers book purchase schemes that allow schools easy and cost effective ways to buy books for their library.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Book purchase scheme' to 'Libraries - schools - book purchase scheme' in version 3.00.  Term name changed to 'School book purchase schemes' in version 4.00.,Service,
1089,School breakfast clubs,Provision of breakfast for pupils in schools.,2013-04-03,2013-04-03,Name changed to 'School breakfast clubs' in version 4.00,Service,
886,School bullying and harassment policy,"Schools should have a policy which sets out clearly what is considered as bullying and/or harassment, how pupils and parents should do if they suspect bullying is taking place and how the school should deal with reports of such incidents.",2013-04-03,2013-04-03,Term name changed from 'Bullying and harassment' to 'Schools - bullying and harassment policy' in version 3.00.,Service,
37,School catering,Schools have a duty to provide a paid meal on request and a free meal to those that are eligible. Nutritional standards are defined by Central Government and under central management the Local Education Authority must use the same menu and price in every school.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School catering' to 'Schools - catering' in version 3.00.  Term name changed to 'School catering' in version 4.00.,Service,
1140,School closures,Information about non-routine school closures (eg for bad weather) and how pupils and parents will be advised about such occurrences.,2013-04-03,2013-04-03,Name changed to 'School closures' in version 4.00.,Service,
2,School clothing grants/vouchers,The award of clothing grants or vouchers to assist with the cost of school clothing for families who are on benefits or on low income.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Educational awards and benefits- school clothing grants/vouchers' to 'Education - grants- school clothing grants/vouchers' in version 3.00. Term name changed to 'School clothing grants/vouchers'  in version 4.00.,Service,
47,School clubs and activities,"Schools may offer clubs and societies for students during lunch times, after school and during school holidays",2013-04-03,2013-04-03,"Added scope notes in version 2.02. Term name changed from 'Student organisations - youth groups, clubs and activities' to 'Schools - clubs and activities' in version 3.00. Term name changed to 'School clubs and activities' in version 4.00.",Service,
630,School complaints procedure,A complaint about an incident or school must be made to the headteacher. A further formal complaint can be made to the governing body and later to the authority with national responsibility for education. It is the responsibility of the local education authority to investigate complaints and to take appropriate action.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Complaints procedure - something that has happened at school' to 'Schools - complaints procedure' in version 3.00. Name changed to 'School complaints procedure' in version 4.00.,Service,
573,School crossing patrols,"Provision of school crossing patrols in locations where children frequently need to cross the road on their way to school (e.g. opposite school premises, at major road junctions near a school) and where children may be in danger from road traffic.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Name changed to 'school crossing patrols' in version 4.00.,Service,
32,School curriculum,"All school pupils aged 5 to 16 follow the national curriculum programme of study in full range of subjects. The education authority and the school governors have a responsibility to make sure that the National Curriculum is taught. 
In Scotland the 'National Priorities In Education', as approved by the Scottish Parliament in December 2000, are defined under the following headings: Achievement and Attainment; Framework for Learning; Inclusion and Equality; Values and Citizenship; Learning for Life",2013-04-03,2013-04-03,Term name changed from 'Curriculum' to 'School curriculum' and scope notes added in version 2.02. Scope notes updated to include Scotland in version 3.00. Term name changed from 'School curriculum' to 'Schools - curriculum' in version 3.00.  Term name changed to 'Schools  curriculum' in version 4.00.,Service,
1459,School health and safety,Schools are required to maintain a safe and suitable physical environment both inside and outside school buildings at all times for the welfare of their pupils and staff.,2013-04-03,2013-04-03,Added in version 3.09.,Service,
889,School health promotion,"Promotion of a healthy living environment for pupils and staff.  Health promotion addresses issues such as exercise, substances, emotional health and well-being, safety, sexual health and relationships and nutrition.",2013-04-03,2013-04-03,Term name changed from 'Health promotion' to 'Schools - health promotion' in version 3.00. Name changed to 'School health promotion' in version 4.00.,Service,
18,School holiday schemes,"Out of school holiday play schemes which provide care for school-aged children during school holidays, are usually on school premises or in local community buildings. The education authority generally operates a booking system, offering remaining places on a first come first served basis.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School holiday schemes' to 'Schools - holiday schemes' in version 3.00. Term name changed to 'School holiday schemes' in version 4.00.,Service,
44,School library loans,The library services department offers a project loan service for individual teachers with specially selected resources for all subjects and key stages of the national curriculum.,2013-04-03,2013-04-03,Term name changed from 'Project loans' to 'School library - project loans' and scope notes added in version 2.02. Term name changed from 'School library - project loans' to 'Libraries - schools - project loans' in version 3.00. Term named changed to 'Schools Library Service - loans' in version 3.08.   Term named changed to 'School library loans' in version 4.00.,Service,
41,School library service - advice and training,"The school library service works to provide advice, consultancy and training for head teachers, teachers and school librarians, to ensure that the school library is central to learning and supports the curriculum in their schools.",2013-04-03,2013-04-03,Term name changed from 'Information and advice' to 'School libraries - information and advice' and scope notes added in version 2.02. Term name changed from 'School libraries - information and advice' to 'Schools - libraries - advice and training' in version 3.00. Name changed to 'Schools Library Service - advice and training' in version 3.08.,Service,
45,School library visits,"Visits to schools to give talks about books to children, or to parents and may also provide a storytelling service.",2013-04-03,2013-04-03,Term name changed from 'Talks' to 'Talks (school library)' and scope notes added in version 2.02. Term name changed from 'Talks (school library)' to 'Libraries - schools - talks' in version 3.00. Name changed to 'Schools Library Service - school visits and promotions' in version 3.08. Name changed to 'School library visits' in version 4.00.,Service,
890,School nursing,"School nurses provide confidential health advice for children and young people, reviewing the health of the school population and working with schools to create an environment that promotes healthy living.",2013-04-03,2013-04-03,Term name changed from 'School nursing' to 'Schools - nursing' in version 3.00. Name changed to 'School nursing' in version 4.00.,Service,
15,School pupil records,"A pupil's educational record is made up of their academic achievements, other skills and abilities and pupil reports. Also, communications of headteachers and teachers or other education authority employees form part of a pupil's record. These must be retained and parents or pupils may request to see them.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'School records for an individual pupil' to 'Schools - pupil records' in version 3.00. Term name changed to 'School pupil records in version 4.00.,Service,
36,School term and holiday dates,"The education authority set and publish school term and holiday dates for the forthcoming academic year. 
In the UK term dates are usually published for up to 3 years in advance.",2013-04-03,2013-04-03,"Added scope notes in version 2.02. Term name changed from 'Term, holiday and other closure dates' to 'Schools - term and holiday dates' in version 3.00. Term name changed to 'School term and holiday dates' in version 4.00.",Service,
891,School transport,"Local authorities must provide transport where they consider it necessary to ensure that a child goes to school. If transport is necessary, then it must be provided free of charge.  In most cases it is up to the local authority to decide what transport is necessary. Eligibility is usually determined according to age of the pupil and/or the distance which the pupil lives from school.",2013-04-03,2013-04-03,Term name changed from 'School transport' to 'Schools - transport' in version 3.00. Scopes notes updated in version 3.09. Name changed to 'School transport' in version 4.00.,Service,
3,School transport - additional support,School transport may be provided for pupils from low income families where a child is not eligible for regular free school transport.  Eligibility is usually determined according to age of the pupil and/or the distance which the pupil lives from school.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Educational awards and benefits - home to school travel support' to 'Education - grants - home to school travel support' in version 3.00.  Name and scope notes updated in version 3.01 to include 17-19 year olds in further education.  Term name changed from 'Education - grants - home to education establishment travel support' to 'Education - grants - home to school travel support'  and scope notes updated in version 3.02. Scope notes updated in version 3.09.  Term name changed to 'School transport - additional support' in version 4.00,Service,
735,School visits,Schools or the LEA may arrange visits by pupils from short trips to local parks or museums to overnight stays in foreign countries. It is essential that all such visits are carried out with the highest regard for the safety and welfare of the pupils taking part in them.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated for clarification of service scope in version 3.00. Term name changed from 'Educational visits' to 'Schools - visits' in version 3.00. Name changed to 'School visits' in version 4.00.,Service,
29,Schools - parent councils,"School governors are typically volunteers from the school's community. They must be aged 18 or over at the date of their election or appointment. They have three key roles of setting strategic direction, ensuring accountability and monitoring and evaluating school performance. 
In Scotland, parent councils replaced school boards. They help decide the direction, focus and ethos of schools, and represent and communicate with parents. Each school can write its own constitution for its parent council.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated to cover the full responsibility of the school board in version 3.00. Term name changed from 'School governors' to 'Schools - school boards' in version 3.00. Term name changed from 'Schools - school boards' to 'Schools - school governors' and 'Schools - parent councils' for Scotland. Term name changed to 'School governors' in version 4.00,Service,
33,Schools development plans,"Education Development Plans (EDPs) are documents in which an education authority, in consultation with schools and other stakeholders, sets out costed plans for school improvement and raising pupils standards.
In England EDPs are a statutory requirement of all education authorities.
In Scotland legislation integrates school development plans into the new School Improvement Framework. The education authorities have a role in ensuring that a development plan and a summary are prepared for each school. After consultation, the date set for these plans is by June each year. There are also now specific criteria outlined for these plans.",2013-04-03,2013-04-03,Added scope notes in version 2.02.Scope notes updated to include Scottish legislation in version 3.00. Term name changed from 'School and LEA plans' to 'Schools - development plans' in version 3.00. Term name changed to 'Schools development plans' in version 4.00.,Service,
1011,Scientific services,"The fundamental purpose of the Scientific Service is to protect the public from unfair or unsafe trade practices and to promote good health and clean environment for the benefit of local citizens and businesses.  The Service provides a scientific advisory and analytical service, of a quality acceptable to UK Government and the EC.  The service operates in four key areas - food standards, consumer safety, environmental protection and health and safety at work.",2013-04-03,2013-04-03,Name changed to 'Scientific services' in version 4.00.@en,Service,
378,Scrap metal site registration,"""Any business which deals in scrap metal must be registered with their local authority in order to operate. 
In Scotland metal dealers require a licence for any premises which would be used for dealing in or processing metal.""@en",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 to cover Scottish legislation. Term name changed from 'Licence - scrap metal' to 'Licences - scrap metal - site licence' in version 3.00. Term name changed from  'Licences - scrap metal - site licence' to 'Registration - scrap metal - site registration' in version 3.03. Name changed to 'Scrap metal site registration' in version 4.00.,Service,
682,Second hand goods licence,"""A registration certificate, issued by the local authority, may be required by local legislation if a person sells second-hand goods. 
In Scotland the owner or manager of a shop or business selling second-hand goods is required to have a licence from the council.""@en",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes changed in version 3.00 to cover Scottish legislation. Term name changed from 'Licence - second hand goods' to 'Licences - second hand goods' in version 3.00. Name changed to 'Second hand goods licence' in version 4.00.,Service,
14,Secondary school places,Dealing with requests for places at secondary schools from parents of prospective pupils. Allocation of school places according to education authority policy.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Secondary school places' to 'Schools - places - secondary' in version 3.00.  Term name changed to 'Secondary school places' in version 4.00.,Service,
819,Securing premises after fire,The local fire authority are responsible for securing premises after they have been damaged by fire to an extent which could either prove a danger to the public or leave the premises and contents accessible (i.e. unlocked).,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Securing premises after incidents' to 'Fire and rescue - securing premises after incidents' in version 3.00. Name changed to 'Securinf premises after fire' in version 4.00.,Service,
740,Self drive boats licence,"Any person wishing to use a boat or other craft in rivers and canals are required to register, or obtain a waterways licence, or pay a toll. The registration certificate expires usually on 31 December each year and requires renewal.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Licence - self drive boats' to 'Licences - self drive boats' in version 3.00. Name changed to 'Self drive boats licence' in version 4.00.,Service,
909,Septic tanks and cesspits,"Cesspools and septic tanks should normally be emptied at least once a year to avoid problems occurring. Councils will usually provide this service for local residents and businesses under payment of the appropriate charge. 
Scottish water provide this service in Scotland.",2013-04-03,2013-04-03,Term name changed from 'Septic tank and cesspit emptying' to 'Pollution control - septic tank and cesspit emptying - information' in version 3.00. Name changed to 'Septic tanks and cesspits' in version 4.00.,Service,
867,Service delivery consultation,"Consulting with individuals and businesses to ensure that services meet the needs of customers.  This allows service users and other interested parties to have opportunities to be involved in planning, prioritising and monitoring of services. It also gives customers an opportunity to see all consultation activity, both current and in the past.",2013-04-03,2013-04-03,Term name changed from 'Consultation overview' to 'Council - consultation - service delivery' in version 3.00. name changed to 'Service delivery consultation' and scope notes revised in version 4.00.,Service,
388,Sex establishment licence,"In order to operate a sex shop or other sex establishment as defined under relevant legislation a licence is required. All applications must be advertised in the local press. In addition, where the application is in respect of a premise, a notice must be displayed outside the premises. The local authority is responsible for processing applications and issuing of licences.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 to cover Scottish legislation. Term name changed from 'Licence - sex establishment' to 'Licences - sex shops' in version 3.00. Name changed to 'Sex establishment licence' in version 4.00.,Service,
229,Shared care for adults,Shared Care offers short term care to adults who are unable to live on their own (without a full-time carer) and the people who care for them.  The care can vary in length from a few hours up to a maximum of two weeks at a time and is provided by people approved by Social Services to be shared carers.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Shared care' to 'Care - shared care for adults' in version 3.00. Name changed to 'Shared care for adults' in version 4.00.,Service,
261,Shared care for children and young people,"The Shared Care Scheme aims to provide regular short term breaks for children and young people with disabilities, by linking them with approved carers who look after them for short periods of time. This can be from a few hours to a weekend a month.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Shared care for children' to 'Children and young people - shared care' in version 3.00. Name changed to 'Shared care for children and young people' in version 4.00.,Service,
706,Sheep and goat movement licence,"""Whenever sheep or goats are moved from one location to another the relevant authority must be notified. 
In Scotland notification must be issued to SAMU (Scottish Animal Movement Unit) and in England/Wales to the relevant local authority on form AML1.""@en",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes changed to include Scottish authority in version 3.00. Term name changed from 'Licence - animal movement' to 'Licences - animal movement' in version 3.00. Scope notes and name updated in version 3.09. Name changed to 'Sheep and goat movement licence' in version 4.00.,Service,
107,Sheltered housing,"Sheltered housing is for retired or younger disabled people to support them to live independently in their own home and manage their own affairs, for as long as possible.  Sheltered housing typically provides a warden or other support services and access to 24 hour emergency assistance. The council carry out an assessment of applicants and maintain a waiting list until suitable properties become available.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Council tenants' to 'Housing - sheltered - council tenants' in version 3.00. Name changed to 'Sheltered housing' and scope notes revised in version 4.00.,Service,
496,Shop front improvement grants,Local shop owners may be eligible for a grant to renovate their shop front in order to improve the overall appearance of the local area.  Shop front grants provide financial assistance towards the cost of materials subject to eligibility and meeting local criteria.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Town centre management - shop front grant' to 'Town centres - shop front improvement grants' in version 3.00. Name changed to 'Shop front improvement grants' in version 4.00.,Service,
695,Skip operator licence,A person wishing to place a skip on the highway must obtain a licence from the local authority.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Licence - skip operators' to 'Licences - skip operators' in version 3.00. Name changed to 'Skip operator licence' in version 4.00.,Service,
521,Skip permits,"If you propose to occupy or open part of a road (i.e.. carriageway, footway, footpath or cycle path etc), there is a requirement to obtain permission from the local Roads Authority. This is done by applying for the relevant permit.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 to include Scottish legislation. Term name changed from 'Skip permits' to 'Refuse - skip permits' in version 3.00. Name changed to 'Skip permits' in version 4.00.,Service,
689,Skip services,Provision of council owned skips available for hire to residents and local businesses for waste disposal.  Skips will be delivered and collected as part of the hire agreement.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00. Term name changed from 'Commercial waste - skip services' to 'Refuse - skip services' in version 3.00. Name changed to 'Skip services' in version 4.00.,Service,
1575,Smoke control areas,"Local authorities may declare the whole or part of the district of the authority to be a Smoke Control Area. It is an offence to emit smoke from a chimney of a building, (commercial or residential), from a furnace or from any fixed boiler if located in a designated smoke control area. It is also an offence to acquire an 'unauthorised fuel' for use within a Smoke Control Area unless it is used in an 'exempt' appliance ('exempted' from the controls which generally apply in the smoke control area).",2011-02-21,2011-02-21,Added scope notes in version 3.12.,Service,
1086,Smoking ban,"Enforcemnet of a ban on smoking in most enclosed public spaces. Environmental Health Officers have the power to enter all 'no-smoking premises' in order to establish that the smoke-free legislation is being enforced in accordance with the law and can give out fixed penalty notices to people whom they believe are committing, or have committed, an offence.",2013-04-03,2013-04-03,Term name changed from 'Pollution control - smoking in enclosed public places' to 'Smoking ban enforcement - enclosed public spaces' and scope notes updated in version 3.02. Name changed to 'Smoking ban' in version 4.00.,Service,
562,Snow clearance,Keeping roads and pavements clear of snow and ice in severe winter weather conditions.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Snow clearance' to 'Roads - snow clearance' in version 3.00. Name changed to 'Snow clearance' in version 4.00.,Service,
309,Socal services - adults with incapacity,"Power of Attorney is a legal document whereby one person gives another person or persons the power to act on his or her behalf with regard to his or her property and financial affairs. The local authority may be involved in applications for Power of Attorney for their clients and may work with other agencies to monitor abuses. 
In Scotland the LA has a series of duties including, among others, helping and supporting people who are welfare guardians and investigating situations where people who cannot make their own decisions might be at risk.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Power of attorney' to 'Social services - power of attorney - applications' in version 3.00.  Changed SSL name and scope notes in version 3.07. Name changed to 'Power of attorney' in version 4.00.,Service,
868,Social housing policy,"The needs, resources, options and priorities for housing in the borough",2013-04-03,2013-04-03,Term name changed from 'Social housing policy' to 'Housing - social housing policy' in version 3.00. Name changed to 'Social housing policy' in version 4.00.,Service,
1330,Solvent emissions regulation,"""Anyone wishing to operate an installation where such operation results in the emission of volatile organic compounds into the atmosphere requires a permit.
In Scotland permits are issued by SEPA.""@en",2013-04-03,2013-04-03,Added in version 3.09. Name changed to 'Solvent emissions regulation' in version 4.00.,Service,
447,Special library collections,Management of special collections which may be available on request from library users but are not generally kept on public display.,2013-04-03,2013-04-03,Term name changed from 'Restricted/reserve collections' to 'Libraries - restricted/reserve collections' and scope notes added in version 2.02. Term name changed from 'Libraries - restricted/reserve collections' to 'Libraries - special collections' in version 3.00. Name changed to 'Special library collections' in version 4.00.,Service,
1056,Special needs capital grants,"If you are unable to afford to buy a home suitable for your needs, you may be able to apply for a special needs capital grant.",2013-04-03,2013-04-03,Name changed to 'Special needs capital grants' in version 4.00.,Service,
865,Special needs library facilities,"Libraries may provide a range of services to meet the requirements of those with special needs.  These may include talking books, Braille resources, large print, home library service , accessible computers etc.",2013-04-03,2013-04-03,Term name changed from 'Library special needs' to 'Libraries - special needs' in version 3.00. name changed to 'Special needs library facilities' in version 4.00.,Service,
817,Specialist rescue services,"In addition to attending fires the fire service may deal with a range of incidents including; road traffic accidents, trapped people, trapped animals, floods, and chemical spills. The fire authority could charge for calls relating to special services although they may be provided free of charge where there could be a risk to the public or to the environment.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Special services' to 'Fire and rescue - special services' in version 3.00. Name changed to 'Specialist rescue services' in version 4.00.,Service,
543,Speed humps,In areas where excessive speed is considered a risk to public safety the local authority may construct 'speed humps' for the purpose of reducing traffic speeds.  Speed humps are typically constructed in residential roads and in areas where there may be a large amount of pedestrian traffic (such as near school entrances). The local authority makes provision for speed road humps to reduce speeds and improve safety of residential roads.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Road markings and signage - speed humps' to 'Roads - safety - speed humps' in version 3.00. Name changed to 'Speed humps' in version 4.00.,Service,
571,Speed limits,"The local authority (often with the local police) is responsible for setting speed limits on roads within their area.  In setting a speed limit the authority will consider the alignment of the road , the speed most motorists expect to travel along this road and the type of road and where it is located.  Applications to revise speed limits may be considered by the authority.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Roads and highways - speed limits' to 'Roads - speed limits' in version 3.00. Name changed to 'Speed limits' in version 4.00.,Service,
658,Spending plans consultation,Arrangement of  public meetings or other means by which citizens can be consulted on budget plans for the forthcoming year.  Previous consultations may be published or available for view on request.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Involvement with budgetary process' to 'Council - spending plans - consultation ' in version 3.00. Name changed to 'Spending plans consultation' in version 4.00.,Service,
455,Sporting club grants,The council may offer grants to clubs who can demonstrate a commitment to developing sporting opportunities for young people.  Grants will be issued subject to the club meeting conditions laid down by the authority which may vary according to the nature of the club and the purpose of the grant.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Grants and development fund' to 'Grants - sporting clubs' in version 3.00. Name changed to 'Sporting club grants' in version 4.00,Service,
